5160;identity;fid-coap-option-content-format
5161;identity;fid-coap-option-etag
5162;identity;fid-coap-option-if-match
5163;identity;fid-coap-option-if-none-match
5164;identity;fid-coap-option-location-path
5165;identity;fid-coap-option-location-query
5166;identity;fid-coap-option-max-age
5167;identity;fid-coap-option-no-response
5168;identity;fid-coap-option-observe
5169;identity;fid-coap-option-oscore-flags
5170;identity;fid-coap-option-oscore-kid
5171;identity;fid-coap-option-oscore-kidctx
5172;identity;fid-coap-option-oscore-piv
5173;identity;fid-coap-option-proxy-scheme
5174;identity;fid-coap-option-proxy-uri
5175;identity;fid-coap-option-size1
5176;identity;fid-coap-option-size2
5177;identity;fid-coap-option-uri-host
5178;identity;fid-coap-option-uri-path
5179;identity;fid-coap-option-uri-port
5180;identity;fid-coap-option-uri-query
5181;identity;fid-coap-tkl
5182;identity;fid-coap-token
5183;identity;fid-coap-type
5184;identity;fid-coap-version
5185;identity;fid-ipv6-appiid
5186;identity;fid-ipv6-appprefix
5187;identity;fid-ipv6-base-type
5188;identity;fid-ipv6-deviid
5189;identity;fid-ipv6-devprefix
5190;identity;fid-ipv6-flowlabel
5191;identity;fid-ipv6-hoplimit
5192;identity;fid-ipv6-nextheader
5193;identity;fid-ipv6-payload-length
5194;identity;fid-ipv6-trafficclass
5195;identity;fid-ipv6-trafficclass-ds
5196;identity;fid-ipv6-trafficclass-ecn
5197;identity;fid-ipv6-version
5198;identity;fid-oscore-base-type
5199;identity;fid-udp-app-port
5200;identity;fid-udp-base-type
5201;identity;fid-udp-checksum
5202;identity;fid-udp-dev-port
5203;identity;fid-udp-length
5204;identity;fl-base-type
5205;identity;fl-token-length
5206;identity;fl-variable
5207;identity;fragmentation-mode-ack-always
5208;identity;fragmentation-mode-ack-on-error
5209;identity;fragmentation-mode-base-type
5210;identity;fragmentation-mode-no-ack
5211;identity;mo-base-type
5212;identity;mo-equal
5213;identity;mo-ignore
5214;identity;mo-match-mapping
5215;identity;mo-msb
5216;identity;nature-base-type
5217;identity;nature-compression
5218;identity;nature-fragmentation
5219;identity;nature-no-compression
5220;identity;rcs-algorithm-base-type
5221;identity;rcs-crc32
5222;feature;compression
5223;feature;fragmentation
