2550,module,ietf-schc
2551,,
2552,,
2553,,
2554,,
2555,,
2556,,
2557,,
2558,,
2559,,
2560,,
2561,,
2562,,
2563,,
2564,,
2565,,
2566,,
2567,,
2568,,
2569,,
2570,,
2571,,
2572,data,/ietf-schc:schc
2573,data,/ietf-schc:schc/rule/ack-behavior
2574,data,/ietf-schc:schc/rule/direction
2575,data,/ietf-schc:schc/rule/dtag-size
2576,data,/ietf-schc:schc/rule/fcn-size
2577,data,/ietf-schc:schc/rule/fragmentation-mode
2578,data,/ietf-schc:schc/rule/inactivity-timer
2579,data,/ietf-schc:schc/rule/inactivity-timer/ticks-duration
2580,data,/ietf-schc:schc/rule/inactivity-timer/ticks-numbers
2581,data,/ietf-schc:schc/rule/l2-word-size
2582,data,/ietf-schc:schc/rule/max-ack-requests
2583,data,/ietf-schc:schc/rule/max-interleaved-frames
2584,data,/ietf-schc:schc/rule/maximum-packet-size
2585,data,/ietf-schc:schc/rule/rcs-algorithm
2586,data,/ietf-schc:schc/rule/retransmission-timer
2587,data,/ietf-schc:schc/rule/retransmission-timer/ticks-duration
2588,data,/ietf-schc:schc/rule/retransmission-timer/ticks-numbers
2589,data,/ietf-schc:schc/rule/tile-in-all-1
2590,data,/ietf-schc:schc/rule/tile-size
2591,data,/ietf-schc:schc/rule/w-size
2592,data,/ietf-schc:schc/rule/window-size
2593,,
2594,,
2595,data,/ietf-schc:schc/rule
2596,data,/ietf-schc:schc/rule/rule-id-length
2597,data,/ietf-schc:schc/rule/rule-id-value
2598,data,/ietf-schc:schc/rule/rule-nature
2599,,
2600,,
2601,,
2602,,
2603,,
2604,,
2605,,
2606,,
2607,,
2608,,
2609,,
2610,,
2611,,
2612,,
2613,,
2614,,
2615,,
2616,,
2617,,
2618,data,/ietf-schc:schc/rule/entry
2619,data,/ietf-schc:schc/rule/entry/comp-decomp-action
2620,data,/ietf-schc:schc/rule/entry/comp-decomp-action-value
2621,data,/ietf-schc:schc/rule/entry/comp-decomp-action-value/index
2622,data,/ietf-schc:schc/rule/entry/comp-decomp-action-value/value
2623,data,/ietf-schc:schc/rule/entry/direction-indicator
2624,data,/ietf-schc:schc/rule/entry/field-id
2625,data,/ietf-schc:schc/rule/entry/field-length
